"id_answer" ;"good" ;"community" ;"reviews"
61,500 ;yes ;chemistry.stackexchange.com ;0
72,974 ;yes ;chemistry.stackexchange.com ;0
58,866 ;no ;chemistry.stackexchange.com ;0
74,571 ;yes ;chemistry.stackexchange.com ;0
85,898 ;yes ;chemistry.stackexchange.com ;0
84,040 ;no ;chemistry.stackexchange.com ;0
71,991 ;yes ;chemistry.stackexchange.com ;0
57,904 ;yes ;chemistry.stackexchange.com ;0
54,514 ;yes ;chemistry.stackexchange.com ;0
45,533 ;no ;chemistry.stackexchange.com ;0
76,262 ;yes ;chemistry.stackexchange.com ;0
73,431 ;yes ;chemistry.stackexchange.com ;0
44,714 ;yes ;chemistry.stackexchange.com ;0
43,781 ;no ;chemistry.stackexchange.com ;0
51,644 ;yes ;chemistry.stackexchange.com ;0
79,165 ;no ;chemistry.stackexchange.com ;0
80,809 ;yes ;chemistry.stackexchange.com ;0
61,159 ;yes ;chemistry.stackexchange.com ;0
78,739 ;yes ;chemistry.stackexchange.com ;0
56,054 ;yes ;chemistry.stackexchange.com ;0
54,636 ;yes ;chemistry.stackexchange.com ;0
46,513 ;yes ;chemistry.stackexchange.com ;0
38,978 ;yes ;chemistry.stackexchange.com ;0
84,317 ;yes ;chemistry.stackexchange.com ;0
53,070 ;yes ;chemistry.stackexchange.com ;0
80,661 ;yes ;chemistry.stackexchange.com ;0
48,188 ;yes ;chemistry.stackexchange.com ;0
54,829 ;yes ;chemistry.stackexchange.com ;0
53,553 ;yes ;chemistry.stackexchange.com ;0
57,692 ;yes ;chemistry.stackexchange.com ;0
59,857 ;yes ;chemistry.stackexchange.com ;0
66,341 ;yes ;chemistry.stackexchange.com ;0
69,046 ;yes ;chemistry.stackexchange.com ;0
72,247 ;no ;chemistry.stackexchange.com ;0
58,134 ;yes ;chemistry.stackexchange.com ;0
49,856 ;yes ;chemistry.stackexchange.com ;0
85,989 ;yes ;chemistry.stackexchange.com ;0
61,263 ;yes ;chemistry.stackexchange.com ;0
81,341 ;yes ;chemistry.stackexchange.com ;0
76,122 ;yes ;chemistry.stackexchange.com ;0
81,365 ;yes ;chemistry.stackexchange.com ;0
58,453 ;yes ;chemistry.stackexchange.com ;0
79,823 ;yes ;chemistry.stackexchange.com ;0
79,095 ;no ;chemistry.stackexchange.com ;0
80,917 ;no ;chemistry.stackexchange.com ;0
72,436 ;yes ;chemistry.stackexchange.com ;0
76,914 ;no ;chemistry.stackexchange.com ;0
39,885 ;yes ;chemistry.stackexchange.com ;0
77,561 ;yes ;chemistry.stackexchange.com ;0
52,404 ;yes ;chemistry.stackexchange.com ;0
51,081 ;yes ;chemistry.stackexchange.com ;0
75,799 ;no ;chemistry.stackexchange.com ;0
63,631 ;no ;chemistry.stackexchange.com ;0
82,736 ;no ;chemistry.stackexchange.com ;0
77,577 ;yes ;chemistry.stackexchange.com ;0
55,518 ;yes ;chemistry.stackexchange.com ;0
59,740 ;yes ;chemistry.stackexchange.com ;0
80,975 ;yes ;chemistry.stackexchange.com ;0
81,624 ;yes ;chemistry.stackexchange.com ;0
75,462 ;yes ;chemistry.stackexchange.com ;0
79,709 ;yes ;chemistry.stackexchange.com ;0
71,150 ;yes ;chemistry.stackexchange.com ;0
44,478 ;yes ;chemistry.stackexchange.com ;0
86,450 ;yes ;chemistry.stackexchange.com ;0
61,736 ;yes ;chemistry.stackexchange.com ;0
67,172 ;yes ;chemistry.stackexchange.com ;0
86,148 ;yes ;chemistry.stackexchange.com ;0
84,584 ;yes ;chemistry.stackexchange.com ;0
69,122 ;yes ;chemistry.stackexchange.com ;0
40,060 ;yes ;chemistry.stackexchange.com ;0
54,385 ;no ;chemistry.stackexchange.com ;0
59,077 ;yes ;chemistry.stackexchange.com ;0
53,600 ;yes ;chemistry.stackexchange.com ;0
51,189 ;yes ;chemistry.stackexchange.com ;0
43,782 ;yes ;chemistry.stackexchange.com ;0
79,908 ;yes ;chemistry.stackexchange.com ;0
53,304 ;yes ;chemistry.stackexchange.com ;0
45,715 ;yes ;chemistry.stackexchange.com ;0
85,148 ;yes ;chemistry.stackexchange.com ;0
84,613 ;yes ;chemistry.stackexchange.com ;0
65,446 ;yes ;chemistry.stackexchange.com ;0
46,242 ;yes ;chemistry.stackexchange.com ;0
76,794 ;yes ;chemistry.stackexchange.com ;0
82,532 ;yes ;chemistry.stackexchange.com ;0
71,426 ;yes ;chemistry.stackexchange.com ;0
46,188 ;yes ;chemistry.stackexchange.com ;0
45,905 ;yes ;chemistry.stackexchange.com ;0
40,119 ;yes ;chemistry.stackexchange.com ;0
84,196 ;yes ;chemistry.stackexchange.com ;0
80,571 ;yes ;chemistry.stackexchange.com ;0
55,899 ;yes ;chemistry.stackexchange.com ;0
44,968 ;yes ;chemistry.stackexchange.com ;0
79,912 ;yes ;chemistry.stackexchange.com ;0
44,362 ;yes ;chemistry.stackexchange.com ;0
60,542 ;no ;chemistry.stackexchange.com ;0
85,788 ;yes ;chemistry.stackexchange.com ;0
86,145 ;yes ;chemistry.stackexchange.com ;0
50,640 ;yes ;chemistry.stackexchange.com ;0
55,806 ;yes ;chemistry.stackexchange.com ;0
80,344 ;yes ;chemistry.stackexchange.com ;0
62,585 ;yes ;chemistry.stackexchange.com ;0
71,568 ;no ;chemistry.stackexchange.com ;0
80,547 ;yes ;chemistry.stackexchange.com ;0
69,163 ;yes ;chemistry.stackexchange.com ;0
65,246 ;yes ;chemistry.stackexchange.com ;0
68,762 ;yes ;chemistry.stackexchange.com ;0
78,760 ;no ;chemistry.stackexchange.com ;0
53,673 ;yes ;chemistry.stackexchange.com ;0
41,800 ;yes ;chemistry.stackexchange.com ;0
78,110 ;yes ;chemistry.stackexchange.com ;0
55,430 ;yes ;chemistry.stackexchange.com ;0
52,770 ;yes ;chemistry.stackexchange.com ;0
57,109 ;yes ;chemistry.stackexchange.com ;0
40,383 ;yes ;chemistry.stackexchange.com ;0
78,416 ;yes ;chemistry.stackexchange.com ;0
50,923 ;no ;chemistry.stackexchange.com ;0
67,545 ;yes ;chemistry.stackexchange.com ;0
44,416 ;yes ;chemistry.stackexchange.com ;0
49,465 ;yes ;chemistry.stackexchange.com ;0
79,766 ;no ;chemistry.stackexchange.com ;0
43,700 ;yes ;chemistry.stackexchange.com ;0
70,331 ;yes ;chemistry.stackexchange.com ;0
62,207 ;yes ;chemistry.stackexchange.com ;0
62,677 ;yes ;chemistry.stackexchange.com ;0
58,253 ;yes ;chemistry.stackexchange.com ;0
80,692 ;yes ;chemistry.stackexchange.com ;0
83,601 ;yes ;chemistry.stackexchange.com ;0
73,975 ;yes ;chemistry.stackexchange.com ;0
60,757 ;yes ;chemistry.stackexchange.com ;0
72,448 ;yes ;chemistry.stackexchange.com ;0
85,718 ;yes ;chemistry.stackexchange.com ;0
81,895 ;yes ;chemistry.stackexchange.com ;0
62,039 ;yes ;chemistry.stackexchange.com ;0
83,374 ;no ;chemistry.stackexchange.com ;0
46,140 ;yes ;chemistry.stackexchange.com ;0
40,095 ;yes ;chemistry.stackexchange.com ;0
55,821 ;yes ;chemistry.stackexchange.com ;0
40,094 ;yes ;chemistry.stackexchange.com ;0
59,198 ;yes ;chemistry.stackexchange.com ;0
43,571 ;yes ;chemistry.stackexchange.com ;0
78,336 ;no ;chemistry.stackexchange.com ;0
58,922 ;yes ;chemistry.stackexchange.com ;0
82,008 ;yes ;chemistry.stackexchange.com ;0
74,820 ;yes ;chemistry.stackexchange.com ;0
52,153 ;no ;chemistry.stackexchange.com ;0
50,015 ;yes ;chemistry.stackexchange.com ;0
73,476 ;yes ;chemistry.stackexchange.com ;0
75,535 ;yes ;chemistry.stackexchange.com ;0
80,185 ;yes ;chemistry.stackexchange.com ;0
82,045 ;yes ;chemistry.stackexchange.com ;0
52,186 ;yes ;chemistry.stackexchange.com ;0
71,066 ;yes ;chemistry.stackexchange.com ;0
72,603 ;yes ;chemistry.stackexchange.com ;0
50,107 ;yes ;chemistry.stackexchange.com ;0
43,898 ;yes ;chemistry.stackexchange.com ;0
75,687 ;yes ;chemistry.stackexchange.com ;0
60,927 ;yes ;chemistry.stackexchange.com ;0
46,003 ;yes ;chemistry.stackexchange.com ;0
72,726 ;no ;chemistry.stackexchange.com ;0
51,981 ;yes ;chemistry.stackexchange.com ;0
67,245 ;yes ;chemistry.stackexchange.com ;0
81,483 ;no ;chemistry.stackexchange.com ;0
66,808 ;yes ;chemistry.stackexchange.com ;0
53,260 ;yes ;chemistry.stackexchange.com ;0
78,767 ;no ;chemistry.stackexchange.com ;0
72,326 ;yes ;chemistry.stackexchange.com ;0
57,618 ;yes ;chemistry.stackexchange.com ;0
55,877 ;yes ;chemistry.stackexchange.com ;0
47,542 ;yes ;chemistry.stackexchange.com ;0
49,974 ;yes ;chemistry.stackexchange.com ;0
81,665 ;no ;chemistry.stackexchange.com ;0
84,658 ;yes ;chemistry.stackexchange.com ;0
76,716 ;yes ;chemistry.stackexchange.com ;0
63,445 ;yes ;chemistry.stackexchange.com ;0
63,018 ;yes ;chemistry.stackexchange.com ;0
76,515 ;yes ;chemistry.stackexchange.com ;0
85,252 ;yes ;chemistry.stackexchange.com ;0
85,151 ;yes ;chemistry.stackexchange.com ;0
67,369 ;yes ;chemistry.stackexchange.com ;0
52,221 ;yes ;chemistry.stackexchange.com ;0
57,089 ;yes ;chemistry.stackexchange.com ;0
44,466 ;yes ;chemistry.stackexchange.com ;0
42,006 ;yes ;chemistry.stackexchange.com ;0
54,632 ;yes ;chemistry.stackexchange.com ;0
55,140 ;yes ;chemistry.stackexchange.com ;0
78,007 ;no ;chemistry.stackexchange.com ;0
49,711 ;yes ;chemistry.stackexchange.com ;0
66,139 ;yes ;chemistry.stackexchange.com ;0
60,275 ;yes ;chemistry.stackexchange.com ;0
86,390 ;yes ;chemistry.stackexchange.com ;0
64,615 ;yes ;chemistry.stackexchange.com ;0
60,717 ;yes ;chemistry.stackexchange.com ;0
43,301 ;yes ;chemistry.stackexchange.com ;0
58,571 ;yes ;chemistry.stackexchange.com ;0
69,138 ;yes ;chemistry.stackexchange.com ;0
81,164 ;yes ;chemistry.stackexchange.com ;0
61,445 ;yes ;chemistry.stackexchange.com ;0
72,072 ;yes ;chemistry.stackexchange.com ;0
57,162 ;yes ;chemistry.stackexchange.com ;0
60,690 ;yes ;chemistry.stackexchange.com ;0
48,537 ;yes ;chemistry.stackexchange.com ;0
76,288 ;no ;chemistry.stackexchange.com ;0
71,763 ;no ;chemistry.stackexchange.com ;0
47,700 ;no ;chemistry.stackexchange.com ;0
79,658 ;yes ;chemistry.stackexchange.com ;0
77,207 ;yes ;chemistry.stackexchange.com ;0
55,545 ;yes ;chemistry.stackexchange.com ;0
69,065 ;yes ;chemistry.stackexchange.com ;0
76,226 ;no ;chemistry.stackexchange.com ;0
74,888 ;yes ;chemistry.stackexchange.com ;0
43,363 ;yes ;chemistry.stackexchange.com ;0
38,945 ;yes ;chemistry.stackexchange.com ;0
48,278 ;yes ;chemistry.stackexchange.com ;0
54,069 ;yes ;chemistry.stackexchange.com ;0
59,546 ;yes ;chemistry.stackexchange.com ;0
86,209 ;no ;chemistry.stackexchange.com ;0
64,998 ;yes ;chemistry.stackexchange.com ;0
84,101 ;yes ;chemistry.stackexchange.com ;0
47,370 ;yes ;chemistry.stackexchange.com ;0
85,340 ;yes ;chemistry.stackexchange.com ;0
56,691 ;yes ;chemistry.stackexchange.com ;0
56,242 ;yes ;chemistry.stackexchange.com ;0
75,134 ;no ;chemistry.stackexchange.com ;0
79,564 ;yes ;chemistry.stackexchange.com ;0
76,443 ;yes ;chemistry.stackexchange.com ;0
54,429 ;yes ;chemistry.stackexchange.com ;0
76,416 ;yes ;chemistry.stackexchange.com ;0
46,828 ;no ;chemistry.stackexchange.com ;0
75,675 ;yes ;chemistry.stackexchange.com ;0
60,181 ;yes ;chemistry.stackexchange.com ;0
50,182 ;yes ;chemistry.stackexchange.com ;0
82,705 ;yes ;chemistry.stackexchange.com ;0
46,919 ;yes ;chemistry.stackexchange.com ;0
76,526 ;no ;chemistry.stackexchange.com ;0
44,765 ;yes ;chemistry.stackexchange.com ;0
77,402 ;no ;chemistry.stackexchange.com ;0
70,238 ;yes ;chemistry.stackexchange.com ;0
46,848 ;yes ;chemistry.stackexchange.com ;0
44,647 ;yes ;chemistry.stackexchange.com ;0
46,043 ;yes ;chemistry.stackexchange.com ;0
57,136 ;yes ;chemistry.stackexchange.com ;0
68,580 ;no ;chemistry.stackexchange.com ;0
75,234 ;yes ;chemistry.stackexchange.com ;0
56,798 ;yes ;chemistry.stackexchange.com ;0
53,872 ;no ;chemistry.stackexchange.com ;0
57,994 ;yes ;chemistry.stackexchange.com ;0
59,372 ;yes ;chemistry.stackexchange.com ;0
48,440 ;yes ;chemistry.stackexchange.com ;0
62,104 ;yes ;chemistry.stackexchange.com ;0
82,964 ;yes ;chemistry.stackexchange.com ;0
67,132 ;yes ;chemistry.stackexchange.com ;0
67,571 ;yes ;chemistry.stackexchange.com ;0
50,387 ;yes ;chemistry.stackexchange.com ;0
84,492 ;no ;chemistry.stackexchange.com ;0
54,517 ;yes ;chemistry.stackexchange.com ;0
41,546 ;yes ;chemistry.stackexchange.com ;0
52,771 ;yes ;chemistry.stackexchange.com ;0
46,964 ;yes ;chemistry.stackexchange.com ;0
73,663 ;yes ;chemistry.stackexchange.com ;0
49,988 ;yes ;chemistry.stackexchange.com ;0
56,497 ;yes ;chemistry.stackexchange.com ;0
84,507 ;yes ;chemistry.stackexchange.com ;0
65,821 ;yes ;chemistry.stackexchange.com ;0
81,117 ;yes ;chemistry.stackexchange.com ;0
76,818 ;yes ;chemistry.stackexchange.com ;0
67,657 ;yes ;chemistry.stackexchange.com ;0
64,400 ;yes ;chemistry.stackexchange.com ;0
40,417 ;yes ;chemistry.stackexchange.com ;0
85,456 ;yes ;chemistry.stackexchange.com ;0
53,760 ;yes ;chemistry.stackexchange.com ;0
67,083 ;yes ;chemistry.stackexchange.com ;0
82,778 ;yes ;chemistry.stackexchange.com ;0
61,643 ;yes ;chemistry.stackexchange.com ;0
52,885 ;no ;chemistry.stackexchange.com ;0
56,804 ;yes ;chemistry.stackexchange.com ;0
39,865 ;yes ;chemistry.stackexchange.com ;0
45,065 ;yes ;chemistry.stackexchange.com ;0
42,873 ;yes ;chemistry.stackexchange.com ;0
61,672 ;yes ;chemistry.stackexchange.com ;0
62,054 ;yes ;chemistry.stackexchange.com ;0
68,200 ;yes ;chemistry.stackexchange.com ;0
69,602 ;yes ;chemistry.stackexchange.com ;0
42,849 ;yes ;chemistry.stackexchange.com ;0
85,528 ;yes ;chemistry.stackexchange.com ;0
77,077 ;yes ;chemistry.stackexchange.com ;0
68,726 ;yes ;chemistry.stackexchange.com ;0
46,711 ;yes ;chemistry.stackexchange.com ;0
82,084 ;yes ;chemistry.stackexchange.com ;0
63,328 ;yes ;chemistry.stackexchange.com ;0
51,535 ;yes ;chemistry.stackexchange.com ;0
53,065 ;yes ;chemistry.stackexchange.com ;0
71,646 ;yes ;chemistry.stackexchange.com ;0
81,316 ;yes ;chemistry.stackexchange.com ;0
74,180 ;no ;chemistry.stackexchange.com ;0
63,208 ;yes ;chemistry.stackexchange.com ;0
46,053 ;yes ;chemistry.stackexchange.com ;0
84,006 ;yes ;chemistry.stackexchange.com ;0
75,307 ;yes ;chemistry.stackexchange.com ;0
74,301 ;no ;chemistry.stackexchange.com ;0
52,273 ;yes ;chemistry.stackexchange.com ;0
70,263 ;yes ;chemistry.stackexchange.com ;0
55,124 ;yes ;chemistry.stackexchange.com ;0
41,881 ;yes ;chemistry.stackexchange.com ;0
85,994 ;yes ;chemistry.stackexchange.com ;0
51,950 ;yes ;chemistry.stackexchange.com ;0
78,969 ;yes ;chemistry.stackexchange.com ;0
65,628 ;yes ;chemistry.stackexchange.com ;0
78,675 ;yes ;chemistry.stackexchange.com ;0
78,165 ;yes ;chemistry.stackexchange.com ;0
53,667 ;yes ;chemistry.stackexchange.com ;0
76,889 ;yes ;chemistry.stackexchange.com ;0
83,981 ;yes ;chemistry.stackexchange.com ;0
54,414 ;no ;chemistry.stackexchange.com ;0
83,150 ;no ;chemistry.stackexchange.com ;0
56,588 ;yes ;chemistry.stackexchange.com ;0
75,914 ;no ;chemistry.stackexchange.com ;0
86,249 ;no ;chemistry.stackexchange.com ;0
81,081 ;yes ;chemistry.stackexchange.com ;0
39,981 ;yes ;chemistry.stackexchange.com ;0
51,291 ;yes ;chemistry.stackexchange.com ;0
72,387 ;no ;chemistry.stackexchange.com ;0
63,729 ;yes ;chemistry.stackexchange.com ;0
80,350 ;no ;chemistry.stackexchange.com ;0
76,979 ;yes ;chemistry.stackexchange.com ;0
54,586 ;yes ;chemistry.stackexchange.com ;0
84,045 ;yes ;chemistry.stackexchange.com ;0
85,716 ;yes ;chemistry.stackexchange.com ;0
51,678 ;yes ;chemistry.stackexchange.com ;0
54,789 ;yes ;chemistry.stackexchange.com ;0
72,520 ;yes ;chemistry.stackexchange.com ;0
40,650 ;yes ;chemistry.stackexchange.com ;0
85,660 ;yes ;chemistry.stackexchange.com ;0
58,103 ;yes ;chemistry.stackexchange.com ;0
58,941 ;yes ;chemistry.stackexchange.com ;0
68,257 ;yes ;chemistry.stackexchange.com ;0
