"id_answer" ;"good" ;"community" ;"reviews" ;"retention"
10,673 ;yes ;biology.stackexchange.com ;549,154 ;102,399,710.697
5,410 ;yes ;biology.stackexchange.com ;86,706 ;102,112,487.553
11,995 ;yes ;biology.stackexchange.com ;859,430 ;101,931,443.173
5,777 ;yes ;biology.stackexchange.com ;519,642 ;101,633,802.76
11,047 ;yes ;biology.stackexchange.com ;655,662 ;101,589,622.473
11,140 ;yes ;biology.stackexchange.com ;2,230,768 ;100,862,915.357
5,873 ;yes ;biology.stackexchange.com ;106,794 ;100,594,829.02
9,740 ;yes ;biology.stackexchange.com ;945,192 ;99,886,101.667
4,319 ;yes ;biology.stackexchange.com ;875,543 ;99,811,132.76
11,685 ;yes ;biology.stackexchange.com ;255,291 ;99,259,468.773
8,359 ;yes ;biology.stackexchange.com ;1,203,492 ;98,657,655.753
10,538 ;yes ;biology.stackexchange.com ;593,344 ;97,905,490.433
11,097 ;yes ;biology.stackexchange.com ;120,032 ;97,487,837.517
11,481 ;yes ;biology.stackexchange.com ;1,230,866 ;97,216,772.633
6,921 ;yes ;biology.stackexchange.com ;158,252 ;96,790,784.687
12,508 ;yes ;biology.stackexchange.com ;4,115,315 ;96,343,728.696
11,489 ;yes ;biology.stackexchange.com ;643,529 ;94,856,826.267
5,664 ;yes ;biology.stackexchange.com ;516,308 ;93,789,853.664
10,198 ;yes ;biology.stackexchange.com ;222,523 ;93,598,515.307
7,275 ;yes ;biology.stackexchange.com ;502,987 ;93,385,270.426
4,517 ;yes ;biology.stackexchange.com ;71,047 ;93,272,309.817
5,665 ;yes ;biology.stackexchange.com ;431,529 ;93,219,068.313
12,931 ;yes ;biology.stackexchange.com ;246,947 ;91,554,361.027
3,947 ;yes ;biology.stackexchange.com ;67,363 ;91,105,605.727
10,762 ;yes ;biology.stackexchange.com ;291,516 ;90,795,294.207
10,206 ;yes ;biology.stackexchange.com ;323,734 ;90,462,218.14
11,231 ;yes ;biology.stackexchange.com ;780,762 ;90,400,506.513
13,108 ;yes ;biology.stackexchange.com ;681,416 ;90,365,983.62
4,377 ;yes ;biology.stackexchange.com ;561,058 ;90,317,752.163
4,385 ;yes ;biology.stackexchange.com ;134,103 ;90,212,678.313
3,839 ;yes ;biology.stackexchange.com ;74,427 ;90,125,764.727
14,638 ;yes ;biology.stackexchange.com ;489,796 ;89,821,021.503
3,102 ;yes ;biology.stackexchange.com ;114,613 ;89,330,723.24
6,107 ;yes ;biology.stackexchange.com ;80,393 ;88,631,615.974
7,193 ;yes ;biology.stackexchange.com ;1,273,988 ;88,555,015.744
6,277 ;yes ;biology.stackexchange.com ;1,592,840 ;88,516,863.773
14,588 ;yes ;biology.stackexchange.com ;262,835 ;88,125,565.886
2,754 ;yes ;biology.stackexchange.com ;365,536 ;88,023,815.873
4,256 ;yes ;biology.stackexchange.com ;369,469 ;88,019,786.75
5,609 ;yes ;biology.stackexchange.com ;75,678 ;87,776,793.517
5,649 ;yes ;biology.stackexchange.com ;109,841 ;87,585,675.887
14,529 ;yes ;biology.stackexchange.com ;624,932 ;87,489,451.09
11,191 ;yes ;biology.stackexchange.com ;1,447,062 ;87,332,583.473
2,642 ;yes ;biology.stackexchange.com ;570,549 ;87,177,920.166
10,442 ;yes ;biology.stackexchange.com ;204,828 ;86,527,580.096
8,665 ;yes ;biology.stackexchange.com ;178,396 ;86,517,457.734
14,885 ;yes ;biology.stackexchange.com ;177,802 ;86,456,424.246
6,992 ;yes ;biology.stackexchange.com ;258,311 ;86,207,187.557
7,194 ;yes ;biology.stackexchange.com ;108,628 ;85,864,170.346
14,578 ;yes ;biology.stackexchange.com ;126,470 ;85,815,874.05
8,433 ;yes ;biology.stackexchange.com ;1,231,434 ;85,417,439.68
2,919 ;yes ;biology.stackexchange.com ;338,780 ;84,830,054.39
3,862 ;yes ;biology.stackexchange.com ;181,462 ;84,802,735.936
8,526 ;yes ;biology.stackexchange.com ;428,028 ;84,359,298.79
4,496 ;yes ;biology.stackexchange.com ;137,721 ;84,345,140.03
13,553 ;yes ;biology.stackexchange.com ;234,777 ;84,084,091.64
3,047 ;yes ;biology.stackexchange.com ;191,614 ;83,868,514.186
7,004 ;yes ;biology.stackexchange.com ;625,082 ;83,442,194.7
7,419 ;yes ;biology.stackexchange.com ;574,635 ;83,406,966.953
3,412 ;yes ;biology.stackexchange.com ;66,448 ;83,202,760.877
16,478 ;yes ;biology.stackexchange.com ;875,883 ;82,962,746.356
13,491 ;yes ;biology.stackexchange.com ;1,081,648 ;82,548,470.773
8,642 ;yes ;biology.stackexchange.com ;352,472 ;82,511,075.867
11,155 ;yes ;biology.stackexchange.com ;176,878 ;82,164,039.997
15,594 ;yes ;biology.stackexchange.com ;175,032 ;81,327,031.657
11,276 ;yes ;biology.stackexchange.com ;673,290 ;80,904,206.323
9,111 ;yes ;biology.stackexchange.com ;681,045 ;80,849,356.03
14,628 ;yes ;biology.stackexchange.com ;844,418 ;80,095,210.173
11,445 ;yes ;biology.stackexchange.com ;853,542 ;80,033,451.997
11,439 ;yes ;biology.stackexchange.com ;606,446 ;79,943,723.55
6,417 ;yes ;biology.stackexchange.com ;617,924 ;79,385,881.303
12,501 ;yes ;biology.stackexchange.com ;389,328 ;79,281,309.486
2,178 ;yes ;biology.stackexchange.com ;51,818 ;79,251,004.037
16,232 ;yes ;biology.stackexchange.com ;898,101 ;78,973,102.443
3,858 ;yes ;biology.stackexchange.com ;185,104 ;78,580,957.354
4,811 ;yes ;biology.stackexchange.com ;147,314 ;78,174,255.827
16,482 ;yes ;biology.stackexchange.com ;745,115 ;78,120,759.563
15,413 ;yes ;biology.stackexchange.com ;536,141 ;77,811,464.727
13,145 ;no ;biology.stackexchange.com ;109,574 ;76,717,267.233
12,504 ;yes ;biology.stackexchange.com ;106,982 ;76,383,217.8
4,462 ;yes ;biology.stackexchange.com ;208,042 ;75,530,824.987
13,244 ;no ;biology.stackexchange.com ;785,787 ;75,375,549.17
16,273 ;yes ;biology.stackexchange.com ;1,734,911 ;74,956,732.373
9,992 ;yes ;biology.stackexchange.com ;913,285 ;74,815,033.093
4,196 ;yes ;biology.stackexchange.com ;128,865 ;74,814,211.803
3,578 ;yes ;biology.stackexchange.com ;58,078 ;74,517,612.493
18,826 ;yes ;biology.stackexchange.com ;135,992 ;74,152,465.93
7,658 ;yes ;biology.stackexchange.com ;874,246 ;74,130,111.984
8,674 ;yes ;biology.stackexchange.com ;426,706 ;73,689,818.247
17,600 ;yes ;biology.stackexchange.com ;331,834 ;73,625,306.603
10,728 ;yes ;biology.stackexchange.com ;186,381 ;72,098,342.22
4,648 ;yes ;biology.stackexchange.com ;761,782 ;72,059,702.064
12,856 ;yes ;biology.stackexchange.com ;856,389 ;71,980,624.82
13,413 ;yes ;biology.stackexchange.com ;987,174 ;71,917,009.587
4,694 ;yes ;biology.stackexchange.com ;52,114 ;71,394,142.793
13,623 ;yes ;biology.stackexchange.com ;149,114 ;70,987,544.506
12,065 ;yes ;biology.stackexchange.com ;303,012 ;70,885,225.24
5,964 ;yes ;biology.stackexchange.com ;244,264 ;70,276,618.7
4,802 ;yes ;biology.stackexchange.com ;71,069 ;70,075,106.58
4,804 ;yes ;biology.stackexchange.com ;80,515 ;70,069,361.687
18,135 ;yes ;biology.stackexchange.com ;358,161 ;69,826,727.394
13,713 ;yes ;biology.stackexchange.com ;921,879 ;69,646,665.66
12,794 ;yes ;biology.stackexchange.com ;1,916,332 ;69,512,934.543
14,289 ;yes ;biology.stackexchange.com ;617,675 ;69,376,331.803
5,169 ;yes ;biology.stackexchange.com ;53,771 ;68,597,379.14
14,855 ;yes ;biology.stackexchange.com ;109,478 ;68,566,908.514
13,225 ;yes ;biology.stackexchange.com ;102,809 ;68,442,238.37
13,210 ;yes ;biology.stackexchange.com ;353,354 ;68,355,677.863
12,366 ;yes ;biology.stackexchange.com ;368,749 ;68,273,062.96
19,940 ;yes ;biology.stackexchange.com ;133,383 ;68,123,375.99
10,994 ;yes ;biology.stackexchange.com ;92,627 ;67,928,508.086
5,001 ;yes ;biology.stackexchange.com ;57,389 ;67,847,630.36
16,668 ;yes ;biology.stackexchange.com ;167,824 ;67,803,428.124
14,266 ;yes ;biology.stackexchange.com ;912,641 ;67,709,289.936
9,507 ;yes ;biology.stackexchange.com ;775,094 ;67,605,027.94
3,595 ;yes ;biology.stackexchange.com ;48,161 ;67,594,891.974
8,599 ;yes ;biology.stackexchange.com ;79,218 ;67,486,426.453
18,943 ;yes ;biology.stackexchange.com ;1,149,209 ;67,244,946.427
13,705 ;yes ;biology.stackexchange.com ;206,881 ;67,218,843.05
3,077 ;yes ;biology.stackexchange.com ;179,364 ;67,194,170.616
11,022 ;yes ;biology.stackexchange.com ;91,774 ;66,921,532.42
16,882 ;yes ;biology.stackexchange.com ;1,125,153 ;66,686,802.057
12,621 ;yes ;biology.stackexchange.com ;269,601 ;66,522,996.973
11,672 ;yes ;biology.stackexchange.com ;228,052 ;66,514,009.25
5,428 ;yes ;biology.stackexchange.com ;70,095 ;66,373,456.837
15,237 ;yes ;biology.stackexchange.com ;563,278 ;66,205,854.764
3,017 ;yes ;biology.stackexchange.com ;317,612 ;66,203,167.427
10,896 ;yes ;biology.stackexchange.com ;742,329 ;66,135,880.373
18,547 ;yes ;biology.stackexchange.com ;240,630 ;65,891,285.257
5,487 ;yes ;biology.stackexchange.com ;53,763 ;65,780,986.377
6,651 ;yes ;biology.stackexchange.com ;115,143 ;65,642,899.523
6,876 ;yes ;biology.stackexchange.com ;195,751 ;65,308,731.303
4,509 ;no ;biology.stackexchange.com ;907,697 ;65,269,457.444
11,879 ;yes ;biology.stackexchange.com ;564,062 ;65,228,373.013
7,986 ;yes ;biology.stackexchange.com ;109,849 ;65,161,661.623
16,859 ;yes ;biology.stackexchange.com ;544,148 ;64,693,395.257
10,914 ;yes ;biology.stackexchange.com ;88,729 ;64,634,488.863
8,325 ;yes ;biology.stackexchange.com ;894,504 ;64,377,006.16
6,328 ;yes ;biology.stackexchange.com ;539,828 ;64,359,630.947
9,216 ;yes ;biology.stackexchange.com ;2,874,552 ;64,283,442.083
7,562 ;yes ;biology.stackexchange.com ;650,414 ;64,281,268.397
19,057 ;yes ;biology.stackexchange.com ;563,265 ;64,269,420.386
5,413 ;yes ;biology.stackexchange.com ;51,620 ;64,022,534.46
15,137 ;yes ;biology.stackexchange.com ;285,604 ;63,859,455.093
5,921 ;yes ;biology.stackexchange.com ;164,512 ;63,671,013.684
16,848 ;yes ;biology.stackexchange.com ;732,854 ;63,465,333.353
5,576 ;yes ;biology.stackexchange.com ;52,049 ;63,271,152.276
5,614 ;yes ;biology.stackexchange.com ;52,065 ;63,029,912.814
6,784 ;yes ;biology.stackexchange.com ;207,440 ;62,991,621.566
12,920 ;yes ;biology.stackexchange.com ;965,616 ;62,830,085.413
21,925 ;yes ;biology.stackexchange.com ;737,912 ;62,495,395.05
19,103 ;yes ;biology.stackexchange.com ;507,183 ;62,473,749.06
4,515 ;yes ;biology.stackexchange.com ;298,641 ;62,386,903.647
11,139 ;yes ;biology.stackexchange.com ;613,707 ;62,081,986.606
7,799 ;yes ;biology.stackexchange.com ;1,000,348 ;62,042,291.817
6,546 ;yes ;biology.stackexchange.com ;358,213 ;62,034,809.797
13,631 ;yes ;biology.stackexchange.com ;243,063 ;62,019,779.564
2,639 ;yes ;biology.stackexchange.com ;83,791 ;61,892,615.014
16,308 ;yes ;biology.stackexchange.com ;1,311,184 ;61,703,822.873
4,407 ;yes ;biology.stackexchange.com ;928,932 ;61,593,765.187
3,999 ;yes ;biology.stackexchange.com ;40,267 ;61,480,879.703
18,005 ;yes ;biology.stackexchange.com ;529,605 ;61,464,343.094
16,378 ;yes ;biology.stackexchange.com ;1,124,499 ;61,414,954.057
10,200 ;yes ;biology.stackexchange.com ;163,189 ;61,361,825.77
21,372 ;yes ;biology.stackexchange.com ;692,225 ;61,321,731.607
21,908 ;yes ;biology.stackexchange.com ;690,633 ;61,158,749.37
5,844 ;yes ;biology.stackexchange.com ;69,742 ;60,753,406.114
12,774 ;yes ;biology.stackexchange.com ;1,036,166 ;60,682,371.067
10,411 ;yes ;biology.stackexchange.com ;719,435 ;60,492,860.883
6,097 ;yes ;biology.stackexchange.com ;72,210 ;60,110,489.54
21,323 ;yes ;biology.stackexchange.com ;807,347 ;59,910,217.55
2,766 ;yes ;biology.stackexchange.com ;67,503 ;59,874,603.13
5,059 ;yes ;biology.stackexchange.com ;137,733 ;59,844,590.726
14,802 ;yes ;biology.stackexchange.com ;375,665 ;59,803,804.817
21,325 ;yes ;biology.stackexchange.com ;127,589 ;59,792,863.806
9,116 ;yes ;biology.stackexchange.com ;233,425 ;59,431,733.753
9,518 ;yes ;biology.stackexchange.com ;76,451 ;59,369,701.446
15,921 ;yes ;biology.stackexchange.com ;607,873 ;59,368,514.234
4,309 ;yes ;biology.stackexchange.com ;101,629 ;59,178,800.26
15,524 ;yes ;biology.stackexchange.com ;152,443 ;58,878,864.713
14,976 ;yes ;biology.stackexchange.com ;101,647 ;58,869,856.284
9,035 ;yes ;biology.stackexchange.com ;739,457 ;58,702,332.677
21,194 ;yes ;biology.stackexchange.com ;349,960 ;58,688,855.677
2,891 ;yes ;biology.stackexchange.com ;173,170 ;58,674,396.574
7,263 ;yes ;biology.stackexchange.com ;146,374 ;58,595,489.34
10,533 ;yes ;biology.stackexchange.com ;114,069 ;58,514,459.633
13,992 ;yes ;biology.stackexchange.com ;237,422 ;58,200,619.28
5,643 ;yes ;biology.stackexchange.com ;48,262 ;58,141,908.184
5,757 ;yes ;biology.stackexchange.com ;212,035 ;58,049,369.49
16,562 ;yes ;biology.stackexchange.com ;106,287 ;58,028,462.637
21,442 ;yes ;biology.stackexchange.com ;763,449 ;57,934,341.113
3,227 ;yes ;biology.stackexchange.com ;68,803 ;57,802,953.61
22,235 ;yes ;biology.stackexchange.com ;921,547 ;57,657,800.48
21,440 ;yes ;biology.stackexchange.com ;2,040,587 ;57,604,266.996
19,669 ;yes ;biology.stackexchange.com ;746,738 ;57,541,103.246
6,168 ;yes ;biology.stackexchange.com ;52,060 ;57,399,521.006
18,646 ;yes ;biology.stackexchange.com ;2,327,389 ;57,354,971.74
14,375 ;yes ;biology.stackexchange.com ;143,645 ;57,308,630.883
22,052 ;yes ;biology.stackexchange.com ;1,584,696 ;57,298,693.546
8,211 ;yes ;biology.stackexchange.com ;1,261,024 ;57,208,367.333
14,748 ;yes ;biology.stackexchange.com ;551,988 ;57,096,273.483
3,422 ;yes ;biology.stackexchange.com ;57,539 ;57,010,123.35
17,119 ;yes ;biology.stackexchange.com ;231,309 ;56,912,694.917
11,871 ;no ;biology.stackexchange.com ;1,122,388 ;56,880,294.803
18,261 ;yes ;biology.stackexchange.com ;600,483 ;56,874,802.183
21,697 ;yes ;biology.stackexchange.com ;1,030,499 ;56,769,951.083
17,953 ;yes ;biology.stackexchange.com ;463,355 ;56,752,413.173
6,115 ;yes ;biology.stackexchange.com ;152,273 ;56,411,287.666
16,981 ;yes ;biology.stackexchange.com ;578,837 ;56,312,615.344
21,283 ;yes ;biology.stackexchange.com ;620,801 ;56,247,397.004
6,468 ;yes ;biology.stackexchange.com ;223,808 ;56,246,938.26
16,314 ;yes ;biology.stackexchange.com ;1,058,885 ;56,184,228.503
22,202 ;yes ;biology.stackexchange.com ;326,267 ;56,065,080.77
17,622 ;yes ;biology.stackexchange.com ;631,260 ;56,017,842.233
10,583 ;yes ;biology.stackexchange.com ;191,301 ;55,618,446.624
11,806 ;yes ;biology.stackexchange.com ;570,255 ;55,526,488.314
9,549 ;yes ;biology.stackexchange.com ;406,528 ;55,238,326.797
6,355 ;yes ;biology.stackexchange.com ;52,074 ;55,214,233.463
22,610 ;yes ;biology.stackexchange.com ;202,443 ;55,136,559.463
19,340 ;yes ;biology.stackexchange.com ;487,901 ;55,078,067.71
14,381 ;no ;biology.stackexchange.com ;576,414 ;55,017,847.307
17,363 ;no ;biology.stackexchange.com ;161,702 ;54,957,896.483
19,543 ;yes ;biology.stackexchange.com ;863,412 ;54,953,042.523
13,301 ;yes ;biology.stackexchange.com ;528,700 ;54,854,689.813
12,722 ;yes ;biology.stackexchange.com ;482,478 ;54,852,401.05
15,520 ;yes ;biology.stackexchange.com ;199,033 ;54,590,853.156
19,556 ;yes ;biology.stackexchange.com ;113,777 ;54,590,458.483
11,204 ;no ;biology.stackexchange.com ;493,886 ;54,551,011.623
6,069 ;yes ;biology.stackexchange.com ;85,519 ;54,546,232.347
8,687 ;yes ;biology.stackexchange.com ;382,141 ;54,478,921.774
3,447 ;yes ;biology.stackexchange.com ;55,659 ;54,183,382.78
22,117 ;yes ;biology.stackexchange.com ;1,639,060 ;54,173,443
3,355 ;yes ;biology.stackexchange.com ;1,561,728 ;53,954,938.693
17,555 ;yes ;biology.stackexchange.com ;162,446 ;53,902,540.82
9,500 ;yes ;biology.stackexchange.com ;1,442,534 ;53,865,458.15
8,403 ;yes ;biology.stackexchange.com ;65,017 ;53,752,395.726
10,041 ;yes ;biology.stackexchange.com ;436,389 ;53,717,323.994
11,920 ;yes ;biology.stackexchange.com ;121,519 ;53,649,431.713
13,597 ;yes ;biology.stackexchange.com ;89,843 ;53,591,605.857
17,675 ;yes ;biology.stackexchange.com ;867,993 ;53,561,627.857
17,718 ;yes ;biology.stackexchange.com ;1,210,944 ;53,391,817.7
8,388 ;yes ;biology.stackexchange.com ;276,730 ;53,060,563.077
6,621 ;yes ;biology.stackexchange.com ;52,082 ;53,048,517.726
9,933 ;yes ;biology.stackexchange.com ;629,990 ;52,908,829.57
19,081 ;yes ;biology.stackexchange.com ;1,431,996 ;52,651,049.957
2,600 ;yes ;biology.stackexchange.com ;481,702 ;52,366,808.463
6,503 ;yes ;biology.stackexchange.com ;109,896 ;52,172,569.024
20,660 ;yes ;biology.stackexchange.com ;182,889 ;52,154,055.597
22,360 ;yes ;biology.stackexchange.com ;491,292 ;52,037,332.737
13,802 ;yes ;biology.stackexchange.com ;89,196 ;51,848,184.486
23,070 ;yes ;biology.stackexchange.com ;202,278 ;51,832,558.566
20,102 ;yes ;biology.stackexchange.com ;310,616 ;51,428,786.577
13,646 ;yes ;biology.stackexchange.com ;175,107 ;51,405,037.833
9,455 ;yes ;biology.stackexchange.com ;248,040 ;51,199,686.31
18,352 ;yes ;biology.stackexchange.com ;1,012,939 ;50,800,953.98
4,355 ;yes ;biology.stackexchange.com ;878,423 ;50,657,984.253
6,973 ;yes ;biology.stackexchange.com ;576,622 ;50,625,785.407
16,285 ;yes ;biology.stackexchange.com ;1,592,513 ;50,612,524.11
9,956 ;yes ;biology.stackexchange.com ;263,269 ;50,543,395.284
16,323 ;yes ;biology.stackexchange.com ;150,440 ;50,539,536.68
10,934 ;yes ;biology.stackexchange.com ;1,027,423 ;50,520,437.753
13,346 ;yes ;biology.stackexchange.com ;648,153 ;50,377,107.184
9,889 ;yes ;biology.stackexchange.com ;140,285 ;50,267,999.14
5,562 ;yes ;biology.stackexchange.com ;62,256 ;50,205,977.176
5,879 ;yes ;biology.stackexchange.com ;1,134,930 ;50,140,313.066
17,063 ;yes ;biology.stackexchange.com ;303,098 ;49,949,886.983
22,612 ;yes ;biology.stackexchange.com ;201,742 ;49,671,605.257
23,610 ;yes ;biology.stackexchange.com ;329,946 ;49,652,904.373
18,781 ;yes ;biology.stackexchange.com ;538,822 ;49,575,808.537
14,854 ;yes ;biology.stackexchange.com ;92,115 ;49,568,357.567
7,092 ;yes ;biology.stackexchange.com ;52,056 ;49,369,700.827
6,701 ;yes ;biology.stackexchange.com ;624,000 ;49,348,140.446
10,648 ;yes ;biology.stackexchange.com ;73,733 ;49,215,594.126
13,593 ;yes ;biology.stackexchange.com ;452,173 ;48,995,363.24
2,953 ;yes ;biology.stackexchange.com ;784,287 ;48,981,566.38
14,631 ;yes ;biology.stackexchange.com ;1,499,389 ;48,929,191.034
13,069 ;yes ;biology.stackexchange.com ;641,759 ;48,733,053.513
7,167 ;yes ;biology.stackexchange.com ;718,011 ;48,691,201.03
10,563 ;yes ;biology.stackexchange.com ;432,956 ;48,546,978.43
5,337 ;yes ;biology.stackexchange.com ;55,559 ;48,457,562.657
14,334 ;yes ;biology.stackexchange.com ;88,721 ;48,405,261.497
2,456 ;yes ;biology.stackexchange.com ;315,318 ;48,273,144.513
25,164 ;yes ;biology.stackexchange.com ;386,173 ;48,272,321.837
5,140 ;yes ;biology.stackexchange.com ;104,350 ;48,198,692.32
12,448 ;yes ;biology.stackexchange.com ;276,361 ;48,034,461.28
10,470 ;yes ;biology.stackexchange.com ;336,603 ;47,994,796.76
7,262 ;yes ;biology.stackexchange.com ;205,165 ;47,836,818.99
23,742 ;yes ;biology.stackexchange.com ;326,497 ;47,695,278.61
10,001 ;yes ;biology.stackexchange.com ;552,900 ;47,664,788.014
23,290 ;yes ;biology.stackexchange.com ;828,310 ;47,560,660.864
16,545 ;yes ;biology.stackexchange.com ;97,052 ;47,430,086.034
4,465 ;yes ;biology.stackexchange.com ;106,770 ;47,321,828.723
7,351 ;yes ;biology.stackexchange.com ;52,100 ;47,216,305.367
18,909 ;yes ;biology.stackexchange.com ;491,172 ;46,933,536.433
11,158 ;yes ;biology.stackexchange.com ;74,619 ;46,835,969.19
12,005 ;yes ;biology.stackexchange.com ;528,684 ;46,825,544.717
7,687 ;yes ;biology.stackexchange.com ;429,503 ;46,778,939.037
18,219 ;yes ;biology.stackexchange.com ;348,590 ;46,446,139.176
20,643 ;yes ;biology.stackexchange.com ;1,653,572 ;46,401,598.444
15,792 ;yes ;biology.stackexchange.com ;154,281 ;46,345,794.157
10,519 ;yes ;biology.stackexchange.com ;169,111 ;46,172,702.517
23,459 ;yes ;biology.stackexchange.com ;630,477 ;46,074,348.723
4,912 ;yes ;biology.stackexchange.com ;35,294 ;46,042,997.507
6,361 ;yes ;biology.stackexchange.com ;382,099 ;45,996,020.49
24,511 ;yes ;biology.stackexchange.com ;1,481,070 ;45,940,204.4
4,168 ;yes ;biology.stackexchange.com ;31,249 ;45,938,840.674
23,631 ;yes ;biology.stackexchange.com ;783,346 ;45,790,883.68
12,476 ;yes ;biology.stackexchange.com ;524,048 ;45,762,318.964
18,792 ;yes ;biology.stackexchange.com ;267,776 ;45,585,644.27
17,647 ;yes ;biology.stackexchange.com ;409,431 ;45,451,634.553
24,268 ;yes ;biology.stackexchange.com ;1,532,731 ;45,331,483.114
13,858 ;yes ;biology.stackexchange.com ;170,755 ;45,284,613.79
13,363 ;yes ;biology.stackexchange.com ;883,094 ;45,093,627.144
7,932 ;yes ;biology.stackexchange.com ;335,089 ;45,050,541.907
18,604 ;yes ;biology.stackexchange.com ;162,682 ;45,048,934.434
3,482 ;yes ;biology.stackexchange.com ;62,169 ;44,715,097.147
17,183 ;yes ;biology.stackexchange.com ;648,760 ;44,664,752.607
6,383 ;no ;biology.stackexchange.com ;44,247 ;44,608,480.234
25,809 ;yes ;biology.stackexchange.com ;797,649 ;44,516,423.546
13,975 ;yes ;biology.stackexchange.com ;215,592 ;44,477,240.957
4,408 ;yes ;biology.stackexchange.com ;778,549 ;44,429,600.82
17,258 ;yes ;biology.stackexchange.com ;280,959 ;44,407,734.187
23,690 ;yes ;biology.stackexchange.com ;277,065 ;44,321,418.99
17,002 ;yes ;biology.stackexchange.com ;191,713 ;44,271,536.276
4,381 ;yes ;biology.stackexchange.com ;219,698 ;44,152,312.57
24,417 ;yes ;biology.stackexchange.com ;3,678,640 ;43,774,776.02
20,604 ;yes ;biology.stackexchange.com ;530,945 ;43,742,825.997
15,728 ;yes ;biology.stackexchange.com ;179,225 ;43,525,486.03
16,249 ;yes ;biology.stackexchange.com ;1,059,778 ;43,494,855.77
3,080 ;yes ;biology.stackexchange.com ;99,957 ;42,986,697.46
20,466 ;yes ;biology.stackexchange.com ;440,212 ;42,633,088.993
16,702 ;yes ;biology.stackexchange.com ;481,211 ;42,595,367.843
6,520 ;yes ;biology.stackexchange.com ;233,705 ;42,467,933.344
11,427 ;yes ;biology.stackexchange.com ;144,327 ;42,405,265.54
11,594 ;yes ;biology.stackexchange.com ;342,694 ;42,344,978.64
23,975 ;yes ;biology.stackexchange.com ;896,688 ;42,272,676.53
13,715 ;yes ;biology.stackexchange.com ;224,977 ;42,223,085.393
23,699 ;yes ;biology.stackexchange.com ;354,149 ;42,079,769.74
